"Event Name","Event Number","Event Type","Host Names","Description","Price","Age Range","Max Tickets","Sold Count","Wait Count","Starts","Start Date (UTC)","Duration (minutes)","More Info","Room","Space","Date Created","Date Updated","View URI","Player Experience","Game Complexity","Minimum # of Players","Hosting Company, Group, or Club Name","Game System (without edition)","Game Edition","Table Size Request"
"Black Rose Wars","228","Board and Card Game","David Reynolds","Players are competing mages traveling around the rooms of the lodge to score the most reputation points with the Black Rose. Players build a unique deck of spells to face challenges.","0","Adult (18+)","4","4","1","Friday at  1:00 PM","2022-10-07T17:00:00","180","http://","Ballroom","416","2022-08-03T23:39:09","2022-09-14T23:00:03","/conventions/u-con-2022/schedule/228","Beginner","Complex","1","Ypsi Gaming Group",,"","8'x30"" Rectangle (6 chairs)"
"The Hidden Shrine of Tamoachan","459","Role Playing","Shane Harsch","Lying somewhere beneath ancient ruined city of Tamoachan is a hidden shrine said to be dedicated to Zotzilaha, the vampire god of the underworld. Tournament rules apply in this timed adventure.","0","Teen (13+)","6","4","0","Friday at  1:00 PM","2022-10-07T17:00:00","240","http://","Conference E","Conference E 6","2022-08-30T11:55:15","2022-09-15T14:52:00","/conventions/u-con-2022/schedule/459","Beginner","Average","3","Legendsmiths","Dungeons & Dragons","5E","5' Round"
"Kanban EV","235","Board and Card Game","Joe Capuano","Kanban EV focuses puts you in the driver's seat of an entire production electric car facility, racing for factory goals and the highest level of promotion.","0","Teen (13+)","3","1","0","Friday at  1:00 PM","2022-10-07T17:00:00","240","http://","Ballroom","419","2022-08-03T23:40:43","2022-09-02T16:30:40","/conventions/u-con-2022/schedule/235","Beginner","Complex","2","Ypsi Gaming Group",,"","8'x30"" Rectangle (6 chairs)"
"Living Forest","52","Board and Card Game","Nicholas Baker","In Living Forest, you are a spirit trying to save the forest from an evil fire spirit. By choosing animal guardians, you can plant protective trees, put out fires, and sanctify the spirit circle.","0","Teen (13+)","4","4","0","Friday at  1:00 PM","2022-10-07T17:00:00","120","https://boardgamegeek.com/boardgame/328479/living-forest","Ballroom","301","2022-07-23T18:53:12","2022-09-11T11:27:03","/conventions/u-con-2022/schedule/52","Beginner","Average","2",,,,"6'x18"" Rectangle (6 chairs)"
"Sentinels of the Multiverse Definitive Ed.","127","Board and Card Game","Blair Reamy","A mad scientist holds the world hostage with his terrifying inventions. Who can possibly stop these villains? A team of powerful heroes stands between the world and the forces of evil.","0","Family Friendly (7+)","5","0","0","Friday at  1:00 PM","2022-10-07T17:00:00","120","https://greaterthangames.com/product/sentinels-of-the-multiverse-definitive-edition/","Ballroom","205","2022-07-28T14:37:03","2022-08-13T14:59:00","/conventions/u-con-2022/schedule/127","Beginner","Simple","3","Amorphous Blob Games",,,"6'x30"" Rectangle (6 chairs)"
"Paint and Take","420","Miniatures","Doug  Houseman","Come choose a miniature, sit down and paint it. Paints, brushes, and miniatures are supplied, Miniatures will be priced based on cost, please pay at Paint and Take","0","Teen (13+)","8","0","0","Friday at  1:00 PM","2022-10-07T17:00:00","300","http://","Ballroom","105; 106","2022-08-27T19:24:25","2022-08-31T17:31:04","/conventions/u-con-2022/schedule/420","Beginner","Simple","1","",,,"72 x 30"
"Spelljammer Academy: Orientation / Trial by Fire","513","Organized Play","Daniel E. Chapman II","Fall in cadets! It's time for your introduction to Wildspace! (DDAL-SJA-1 & DDAL-SJA-2). Parts 1 & 2 of 4. For beginners and experts, levels 1-4 (tier 1). No materials needed, we can provide!","0","Family Friendly (7+)","7","1","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Clubhouse","Clubhouse 2","2022-09-02T13:06:07","2022-09-03T16:03:01","/conventions/u-con-2022/schedule/513","Beginner","Average","3","U-Con Adventurers League","D&D","5th",""
"2-04 Path of Kings","289","Organized Play","Kurt Wasiluk","Onward to Arcadia! The Pathfinder Society sails west in search of the Ulfen holy land of Valenhall and new adventures across the sea!  Level 3-6 Characters, Pregens available.","0","Teen (13+)","6","4","0","Friday at  2:00 PM","2022-10-07T18:00:00","270","http://","Elizabeth Ann","Table 02","2022-08-06T20:19:03","2022-09-10T19:12:00","/conventions/u-con-2022/schedule/289","Some XP","Average","2","Michigan Pathfinder and Starfinder Societies","Pathfinder","2nd Edition","5' Round"
"Watch and Roll: Night of the Living Dead","342","Role Playing","William Johnston","Lights, Camera, Action! Join Game Master William Johnston as we ""Reroll"" Night of the Living Dead. Inspired by the podcast of the same name. Play through the movie, and see how it could've happened!","0","Teen (13+)","5","1","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Conference E","Conference E 1","2022-08-07T22:19:39","2022-09-02T15:11:50","/conventions/u-con-2022/schedule/342","Beginner","Average","3",,"GURPS","Lite","6'x30"" Rectangle"
"Spelljammer Academy: Realmspace Sortie! / H'Catha","520","Organized Play","Natalie Tabor","Fall in cadets! It's time for your introduction to Wildspace! (DDAL-SJA-3 & DDAL-SJA-4). Parts 3 & 4 of 4. For beginners and experts, levels 1-4 (tier 1). No materials needed, we can provide!","0","Family Friendly (7+)","7","0","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Clubhouse","Clubhouse 3","2022-09-02T13:06:20","2022-09-03T16:11:11","/conventions/u-con-2022/schedule/520","Beginner","Average","3","U-Con Adventurers League","D&D","5th",""
"The Labyrinth of Daedalus","161","Role Playing","Brett Slocum","In mythic Greece, this 0-level adventure sends the crew of a pentekonter to see what treasures they can remove from the ruined Labyrinth of Daedalus, where Theseus defeated the Minotaur.","0","Family Friendly (7+)","5","5","2","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Conference H","Conference H 7","2022-07-28T16:40:58","2022-09-02T15:47:46","/conventions/u-con-2022/schedule/161","Beginner","Simple","2","OSR Track","DCC",,"6'x5' Rectangle"
"3-18 Dacilane Academy's Delightful Disaster","297","Organized Play","Kurt Wasiluk","The PCs are chaperoning a field trip to Woodsedge Lodge when delightful disaster strikes! They must act quickly to solve a mystery and restore order.  Level 1-4 Characters, Pregens available.","0","Teen (13+)","6","4","0","Friday at  2:00 PM","2022-10-07T18:00:00","270","http://","Elizabeth Ann","Table 03","2022-08-06T20:19:26","2022-09-04T04:43:37","/conventions/u-con-2022/schedule/297","Beginner","Average","2","Michigan Pathfinder and Starfinder Societies","Pathfinder","2nd Edition","5' Round"
"Codenames","470","Board and Card Game","Meri Orosz","A game of guessing which code names (words) in a set are related to a hint-word given by another player. Players split into two teams, red and blue.","0","Teen (13+)","9","1","0","Friday at  2:00 PM","2022-10-07T18:00:00","120","http://","Ballroom","207","2022-09-01T15:16:41","2022-09-03T02:14:30","/conventions/u-con-2022/schedule/470","Beginner","Simple","3",,,,"6'x18"" Rectangle (6 chairs)"
"The Goat Mayor (CCC-UCON-02-01)","531","Organized Play","Daniel E. Chapman II","You are asked to rescue the mayor of Basht, who is a goat. Part of a series, can stand alone. For players both new and experienced with characters level 1-4 (tier one). We can provide materials.","0","Family Friendly (7+)","7","0","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Clubhouse","Clubhouse 01","2022-09-02T13:06:40","2022-09-02T13:49:45","/conventions/u-con-2022/schedule/531","Beginner","Average","3","U-Con Adventurers League","D&D","5th",""
"Savage Worlds: Wild Hunt","353","Role Playing","Jeremy Hallum","The game is an action-horror story in the vein of a Saturday Night horror movie.  The players find themselves stranded in a rural town in the American Midwest and on the wrong end of an ancient curse.","0","Family Friendly (7+)","6","3","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Conference E","Conference E 7","2022-08-11T11:52:38","2022-09-12T15:44:30","/conventions/u-con-2022/schedule/353","Beginner","Average","4","Ann Arbor Iron Gods","Savage Worlds","Adventure Edition","5' Round"
"4-02 Return to the Grave","308","Organized Play","Kurt Wasiluk","The PCs travel to the undead-infested Gravelands to find an isolated settlement before the Whispering Tyrant's armies descend upon it.  Level 1-4 Characters, Pregens available.","0","Teen (13+)","6","6","0","Friday at  2:00 PM","2022-10-07T18:00:00","270","http://","Elizabeth Ann","Table 05","2022-08-06T20:19:55","2022-09-03T19:38:09","/conventions/u-con-2022/schedule/308","Beginner","Average","2","Michigan Pathfinder and Starfinder Societies","Pathinder","2nd Edition","5' Round"
"Kenny G: Keepin' It Saxy","461","Board and Card Game","Kevin Hogan","Help Kenny keep his cool throughout his day!  This is a co-operative game which takes itself seriously enough that it's a challenge, but not so seriously that it isn't fun even when you lose.","0","Teen (13+)","5","1","0","Friday at  2:00 PM","2022-10-07T18:00:00","120","http://","Ballroom","208","2022-08-30T23:40:41","2022-09-13T02:22:50","/conventions/u-con-2022/schedule/461","Beginner","Average","1",,,,"6'x18"" Rectangle (6 chairs)"
"The City That Should Not Be (DDAL-DRW-14)","543","Organized Play","Daniel E. Chapman II","Red Wizards have come north and are excavating the buried city of Xorvintroth. Get inside the city and find a safe place to spy on the Thayan operations. Cold Dark #1. For levels 11-16 (tier 3).","0","Teen (13+)","7","3","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Clubhouse","Clubhouse 5","2022-09-02T17:32:04","2022-09-15T20:18:09","/conventions/u-con-2022/schedule/543","Expert","Average","3","U-Con Adventurers League","D&D","5th",""
"Gizmos","206","Board and Card Game","Scott Elliott","In Gizmos, you build chain reaction engines. Using the four types (colors) of marbles in a 3D marble dispenser, you purchase & construct attachments to trigger the chain reactions and collect points.","0","Teen (13+)","4","3","0","Friday at  2:00 PM","2022-10-07T18:00:00","60","https://boardgamegeek.com/boardgame/246192/gizmos","Ballroom","424","2022-08-03T23:30:05","2022-09-06T11:52:11","/conventions/u-con-2022/schedule/206","Beginner","Average","1",,,,"6'x18"" Rectangle (6 chairs)"
"PF2 Quests and Bounties","324","Organized Play","Kurt Wasiluk","Pathfinder Bounties are designed to last about an hour of play and act as an easy introduction to Pathfinder Second Edition.  Level 1 Characters, Pregens available.","0","Teen (13+)","6","5","0","Friday at  2:00 PM","2022-10-07T18:00:00","270","http://","Elizabeth Ann","Table 06","2022-08-06T20:20:44","2022-09-08T02:59:42","/conventions/u-con-2022/schedule/324","Beginner","Average","2","Michigan Pathfinder and Starfinder Societies","Pathfinder","2nd Edition","5' Round"
"Cartoon Network Crossover Crisis","112","Board and Card Game","Trisha Kloha","Cartoon Network's baddest adversaries are loose and it's up to you to stop them. Play as your favorite heros from Cartoon Network's past and present hit shows! Watch out for Weaknesses and Events!","0","Teen (13+)","5","1","0","Friday at  2:00 PM","2022-10-07T18:00:00","120","http://https://boardgamegeek.com/boardgame/194233/cartoon-network-crossover-crisis-deck-building-gam","Ballroom","201","2022-07-28T14:33:45","2022-09-02T18:08:37","/conventions/u-con-2022/schedule/112","Beginner","Simple","2","Amorphous Blob Games",,,"6'x18"" Rectangle (6 chairs)"
"Power Play","153","Role Playing","Peter Parker","Nicola Tesla has run into some trouble with the law in the windy city. Find out who's behind it and help him electrify Chicago. A Fellowship of the White Star event set in 1922 Chicago.","0","Teen (13+)","6","4","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://www.thenodringames.com","Conference D","Conference D 1","2022-07-28T16:35:38","2022-09-02T15:07:28","/conventions/u-con-2022/schedule/153","Beginner","Simple","3","Fellowship of the White Star","Fellowship of the White Star","2nd Edition","5' Round"
"Starfinder Society Intro #2: For the Factions","336","Organized Play","Edward A Kabara","New Starfinders take on missions for the Society's four major factions: the Acquisitives, the Dataphiles, the Exo-Guardians, and the Wayfinders.  For levels 1-4, pregenerated characters available.","0","Teen (13+)","6","3","0","Friday at  2:00 PM","2022-10-07T18:00:00","270","http://","Elizabeth Ann","Table 07","2022-08-06T20:21:13","2022-09-12T18:00:11","/conventions/u-con-2022/schedule/336","Beginner","Average","2","Michigan Pathfinder and Starfinder Societies","Starfinder","1st edition","5' Round"
"Perilous Paths","249","Role Playing","Ann Anderson","Your adventuring party stands to inherit a fortune, but there's a deadline, and all routes from here to there are fraught with peril. (Pre-gen characters. No Pathfinder experience necessary.)","0","Teen (13+)","5","5","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Conference A","Conference A 3","2022-08-03T23:45:14","2022-09-05T18:27:03","/conventions/u-con-2022/schedule/249","Beginner","Average","3","None","Pathfinder","1st Edition","5' Round"
"Titan City Chronicles: Spectacular Beasts","386","Role Playing","Alexander Thomas","Magical zookeeper Avery Montgomery has lost a group of mythical monsters en route to the Titan City zoo. It's up to our local heroes to rescue them before someone gets hurt.","0","Teen (13+)","5","5","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Conference G","Conference G 2","2022-08-17T22:46:00","2022-09-03T11:43:13","/conventions/u-con-2022/schedule/386","Beginner","Simple","3","Matinee Adventures","Mutants & Masterminds","3rd","5' Round"
"The Shepherd's Burden","345","Role Playing","Andy Jaksetic","You’ve tried to reinvent yourself over the course of your high school career, but is the Senior class trip your last chance? And if so, what happens if you don’t like who you become?","0","Teen (13+)","6","6","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Conference E","Conference E 3","2022-08-09T11:42:49","2022-09-02T16:02:09","/conventions/u-con-2022/schedule/345","Beginner","Simple","4","Matinee Adventures","Things From the Flood","1st","5' Round"
"A Night To Remember","166","Role Playing","M Rachelle Tucker-Long","You have been enjoying a relaxing voyage on the unsinkable RMS Titanic.  After attending a party for the retiring Captain Smith, a couple returns to their cabin to find a horrible crime has occurred.","0","Teen (13+)","6","6","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Conference A","Conference A 1","2022-07-28T16:43:25","2022-09-02T17:41:24","/conventions/u-con-2022/schedule/166","Beginner","Simple","3",,"Call of Cthulhu","8","5' Round"
"Mutant Crawl Classics: The Museum at the End of Time","252","Role Playing","Justin Mohareb","In this adventure, the Tribe of the Cog’s rite of passage sends young adventurers out into the Glow Desert, where they discover and explore a well-preserved museum of the Ancient Ones.","0","Teen (13+)","5","5","0","Friday at  2:00 PM","2022-10-07T18:00:00","240","http://","Conference H","Conference H 4","2022-08-03T23:46:03","2022-09-08T20:44:27","/conventions/u-con-2022/schedule/252","Beginner","Simple","3",,"Mutant Crawl Classics",,"6'x30"" Rectangle"
